"Country";"Data";"Device ID";"Timestamp"
"";"b92a0070010a0a0a0a6e0cc2";"0034EF62";"2021-04-24 09:06:13"
"";"b92a007001090909096e0bc1";"0034EF62";"2021-04-24 07:06:09"
"";"b92a0070010c0c0c0c6e0ac0";"0034EF62";"2021-04-24 05:06:08"
"";"b92a0070010d0d0d0d6e0bbf";"0034EF62";"2021-04-24 03:06:27"
"";"b92a0070010d0d0d0d6e0bbe";"0034EF62";"2021-04-24 01:06:26"
"";"b92a0070010a0a0a0a6f0ebd";"0034EF62";"2021-04-23 23:06:25"
"";"b92a007001090909097010bc";"0034EF62";"2021-04-23 21:06:23"
"";"b92a007001080808087012bb";"0034EF62";"2021-04-23 19:06:21"
"";"b92a007001090909097015ba";"0034EF62";"2021-04-23 17:06:20"
"";"b92a0070013b3b3b3b7015b9";"0034EF62";"2021-04-23 15:06:19"
"";"b92a0070013a3a3a3a7015b8";"0034EF62";"2021-04-23 13:06:18"
"";"b92a0070010d0d0d0d6f10b7";"0034EF62";"2021-04-23 11:06:16"
"";"b92a0070010d0d0d0d6e0bb6";"0034EF62";"2021-04-23 09:06:14"
"";"b92a0070010c0c0c0c6e0bb5";"0034EF62";"2021-04-23 07:06:13"
"";"b92a007001111111116e0db4";"0034EF62";"2021-04-23 05:06:14"
"";"b92a0070010e0e0e0e6e0cb3";"0034EF62";"2021-04-23 03:06:32"
"";"b92a0070010e0e0e0e6e0eb2";"0034EF62";"2021-04-23 01:06:29"
"";"b92a0070010e0e0e0e6f0cb1";"0034EF62";"2021-04-22 23:06:28"
"";"b92a0070010e0e0e0e6f0fb0";"0034EF62";"2021-04-22 21:06:27"
"";"b92a0070010e0e0e0e7010af";"0034EF62";"2021-04-22 19:06:25"
"";"b92a0070013c3c3c3c7014ae";"0034EF62";"2021-04-22 17:06:24"
"";"b92a007001101010107013ad";"0034EF62";"2021-04-22 15:06:23"
"";"b92a0070013c3c3c3c7016ac";"0034EF62";"2021-04-22 13:06:22"
"";"b92a0070010e0e0e0e6f12ab";"0034EF62";"2021-04-22 11:06:20"
"";"b92a0070010d0d0d0d6c0daa";"0034EF62";"2021-04-22 09:06:19"
"";"b92a0070010f0f0f0f6c0da9";"0034EF62";"2021-04-22 08:54:04"
"";"b92a0070040f0f0f0f6e0da8";"0034EF62";"2021-04-22 08:50:49"
"";"b92a0070010f0f0f0f6e0ca7";"0034EF62";"2021-04-22 07:06:18"
"";"b92a0070010f0f0f0f6e0ca6";"0034EF62";"2021-04-22 05:06:37"
"";"b92a0070010f0f0f0f6f0ca5";"0034EF62";"2021-04-22 03:06:36"
"";"b92a0070010f0f0f0f6f0da4";"0034EF62";"2021-04-22 01:06:34"
"";"b92a0070010e0e0e0e6f0da3";"0034EF62";"2021-04-21 23:06:33"
"";"b92a0070010e0e0e0e700fa2";"0034EF62";"2021-04-21 21:06:31"
"";"b92a0070010d0d0d0d7013a1";"0034EF62";"2021-04-21 19:06:32"
"";"b92a0070013b3b3b3b7018a0";"0034EF62";"2021-04-21 17:06:28"
"";"b92a0070010e0e0e0e6f159f";"0034EF62";"2021-04-21 15:06:27"
"";"b92a0070011010101070169e";"0034EF62";"2021-04-21 13:06:26"
"";"b92a007001101010106f139d";"0034EF62";"2021-04-21 11:06:24"
"";"b92a0070010e0e0e0e6e0d9c";"0034EF62";"2021-04-21 09:06:23"
"";"b92a007001111111116d099b";"0034EF62";"2021-04-21 07:06:22"
"";"b92a007001111111116e089a";"0034EF62";"2021-04-21 05:06:41"
"";"b92a007001101010106e0a99";"0034EF62";"2021-04-21 03:06:39"
"";"b92a007001121212126e0b98";"0034EF62";"2021-04-21 01:06:38"
"";"b92a007001101010106e0c97";"0034EF62";"2021-04-20 23:06:37"
"";"b92a007001161616166f0c96";"0034EF62";"2021-04-20 21:06:35"
"";"b92a007001121212126f0f95";"0034EF62";"2021-04-20 19:06:33"
"";"b92a00700111111111701494";"0034EF62";"2021-04-20 17:06:33"
"";"b92a00700112121212701493";"0034EF62";"2021-04-20 15:06:33"
"";"b92a007001121212126f1392";"0034EF62";"2021-04-20 13:06:29"
"";"b92a0070013b3b3b3b6f1291";"0034EF62";"2021-04-20 11:06:28"
"";"b92a007001131313136d0c90";"0034EF62";"2021-04-20 09:06:29"
"";"b92a0070013c3c3c3c6c088f";"0034EF62";"2021-04-20 07:06:46"
"";"b92a0070013c3c3c3c6c0b8e";"0034EF62";"2021-04-20 05:06:44"
"";"b92a0070013c3c3c3c6c088d";"0034EF62";"2021-04-20 03:06:43"
"";"b92a0070013c3c3c3c6c088c";"0034EF62";"2021-04-20 01:06:42"
"";"b92a0070013c3c3c3c6d098b";"0034EF62";"2021-04-19 23:06:40"
"";"b92a0070013c3c3c3c6e0d8a";"0034EF62";"2021-04-19 21:06:39"
"";"b92a0070013c3c3c3c6c0e89";"0034EF62";"2021-04-19 19:06:38"
"";"b92a007001151515156f0e88";"0034EF62";"2021-04-19 17:06:38"
"";"b92a007001151515156e0f87";"0034EF62";"2021-04-19 15:06:35"
"";"b92a007001161616166b1086";"0034EF62";"2021-04-19 13:21:57"
"";"b92a007004161616166d0f85";"0034EF62";"2021-04-19 13:18:39"
"";"b92a007001161616166f0f84";"0034EF62";"2021-04-19 13:06:35"
"";"b92a007001161616166f1083";"0034EF62";"2021-04-19 11:06:32"
"";"b92a007001171717176d0c82";"0034EF62";"2021-04-19 09:06:30"
"";"b92a0070013c3c3c3c6c0881";"0034EF62";"2021-04-19 07:06:50"
"";"b92a0070013d3d3d3d6c0880";"0034EF62";"2021-04-19 05:06:49"
"";"b92a0070013c3c3c3c6d097f";"0034EF62";"2021-04-19 03:06:48"
"";"b92a0070013c3c3c3c6d087e";"0034EF62";"2021-04-19 01:06:46"
"";"b92a0070013c3c3c3c6e097d";"0034EF62";"2021-04-18 23:06:44"
"";"b92a0070013c3c3c3c6e0a7c";"0034EF62";"2021-04-18 21:06:43"
"";"b92a0070013c3c3c3c6e0c7b";"0034EF62";"2021-04-18 19:06:41"
"";"b92a0070013c3c3c3c6f107a";"0034EF62";"2021-04-18 17:06:40"
"";"b92a0070013b3b3b3b6f1079";"0034EF62";"2021-04-18 15:06:38"
"";"b92a007001060606066e0d78";"0034EF62";"2021-04-18 13:06:37"
"";"b92a0070013c3c3c3c6e0c77";"0034EF62";"2021-04-18 11:06:35"
